playtime target_pos(x) target_pos(y) target_pos(z) current_pos(x) current_pos(y) current_pos(z) q_desired_1 q_desired_2 q_desired_3 q_desired_4 q_desired_5 q_desired_6 q_desired_7
6.626 0.25 0.28 0.65 0.554867 1.32626e-05 0.622909  4.61666e-05   0.00138106  4.66282e-05      -1.5725 -0.000100606       1.5706     0.785486
6.627 0.25 0.28 0.65 0.554868 1.35284e-05 0.622902  4.65917e-05   0.00138578  4.70597e-05     -1.57251 -0.000100999      1.57059     0.785486
6.628 0.25 0.28 0.65 0.554869 1.3796e-05 0.622896  4.70183e-05    0.0013905  4.74929e-05     -1.57252 -0.000101392      1.57059     0.785487
6.629 0.25 0.28 0.65 0.554871 1.40655e-05 0.622889  4.74464e-05   0.00139521  4.79277e-05     -1.57253 -0.000101785      1.57059     0.785488
6.63 0.25 0.28 0.65 0.554872 1.4337e-05 0.622883  4.78761e-05   0.00139992  4.83641e-05     -1.57253 -0.000102178      1.57059     0.785489
6.631 0.25 0.28 0.65 0.554873 1.46102e-05 0.622876  4.83074e-05   0.00140462  4.88021e-05     -1.57254 -0.000102571      1.57059      0.78549
6.632 0.25 0.28 0.65 0.554874 1.48854e-05 0.62287  4.87403e-05   0.00140932  4.92417e-05     -1.57255 -0.000102964      1.57059      0.78549
6.633 0.25 0.28 0.65 0.554876 1.51625e-05 0.622863  4.91747e-05   0.00141401  4.96829e-05     -1.57256 -0.000103357      1.57059     0.785491
6.634 0.25 0.28 0.65 0.554877 1.54414e-05 0.622857 4.96107e-05  0.00141869 5.01257e-05    -1.57257 -0.00010375     1.57059    0.785492
6.635 0.25 0.28 0.65 0.554878 1.57223e-05 0.62285  5.00482e-05   0.00142337  5.05701e-05     -1.57258 -0.000104143      1.57059     0.785493
6.636 0.25 0.28 0.65 0.554879 1.6005e-05 0.622843  5.04873e-05   0.00142804  5.10162e-05     -1.57258 -0.000104536      1.57059     0.785494
