playtime target_pos(x) target_pos(y) target_pos(z) current_pos(x) current_pos(y) current_pos(z) q_desired_1 q_desired_2 q_desired_3 q_desired_4 q_desired_5 q_desired_6 q_desired_7
8.497 0.25 0.28 0.65 0.554839 7.67395e-06 0.623057  3.68243e-05   0.00127037  3.71468e-05     -1.57232 -9.15467e-05      1.57063     0.785469
8.498 0.25 0.28 0.65 0.55484 7.89586e-06 0.623051  3.72129e-05   0.00127524   3.7541e-05     -1.57233 -9.19404e-05      1.57063      0.78547
8.499 0.25 0.28 0.65 0.554842 8.11969e-06 0.623044 3.76031e-05  0.00128011 3.79368e-05    -1.57234 -9.2334e-05     1.57063     0.78547
8.5 0.25 0.28 0.65 0.554843 8.34544e-06 0.623038   3.7995e-05   0.00128496  3.83343e-05     -1.57235 -9.27276e-05      1.57063     0.785471
8.501 0.25 0.28 0.65 0.554844 8.57311e-06 0.623031  3.83884e-05   0.00128981  3.87334e-05     -1.57236 -9.31211e-05      1.57063     0.785472
8.502 0.25 0.28 0.65 0.554846 8.8027e-06 0.623025  3.87834e-05   0.00129466  3.91341e-05     -1.57236 -9.35147e-05      1.57063     0.785473
8.503 0.25 0.28 0.65 0.554847 9.0342e-06 0.623018    3.918e-05   0.00129949  3.95365e-05     -1.57237 -9.39082e-05      1.57063     0.785473
8.504 0.25 0.28 0.65 0.554848 9.26762e-06 0.623012  3.95782e-05   0.00130432  3.99405e-05     -1.57238 -9.43018e-05      1.57063     0.785474
8.505 0.25 0.28 0.65 0.554849 9.50295e-06 0.623005   3.9978e-05   0.00130915  4.03461e-05     -1.57239 -9.46953e-05      1.57063     0.785475
8.506 0.25 0.28 0.65 0.554851 9.74019e-06 0.622998  4.03793e-05   0.00131397  4.07534e-05      -1.5724 -9.50888e-05      1.57063     0.785475
8.507 0.25 0.28 0.65 0.554852 9.97935e-06 0.622992  4.07823e-05   0.00131878  4.11623e-05     -1.57241 -9.54822e-05      1.57063     0.785476
8.508 0.25 0.28 0.65 0.554853 1.02204e-05 0.622985  4.11868e-05   0.00132359  4.15728e-05     -1.57241 -9.58757e-05      1.57062     0.785477
8.509 0.25 0.28 0.65 0.554855 1.04634e-05 0.622979   4.1593e-05   0.00132839   4.1985e-05     -1.57242 -9.62691e-05      1.57062     0.785478
8.51 0.25 0.28 0.65 0.554856 1.07083e-05 0.622972  4.20007e-05   0.00133318  4.23988e-05     -1.57243 -9.66625e-05      1.57062     0.785479
8.511 0.25 0.28 0.65 0.554857 1.0955e-05 0.622966  4.24099e-05   0.00133797  4.28142e-05     -1.57244 -9.70559e-05      1.57062     0.785479
8.512 0.25 0.28 0.65 0.554859 1.12037e-05 0.622959  4.28208e-05   0.00134275  4.32312e-05     -1.57245 -9.74492e-05      1.57062      0.78548
8.513 0.25 0.28 0.65 0.55486 1.14543e-05 0.622953  4.32333e-05   0.00134753  4.36499e-05     -1.57245 -9.78426e-05      1.57062     0.785481
8.514 0.25 0.28 0.65 0.554861 1.17068e-05 0.622946  4.36473e-05   0.00135229  4.40701e-05     -1.57246 -9.82359e-05      1.57062     0.785482
8.515 0.25 0.28 0.65 0.554862 1.19612e-05 0.622939  4.40629e-05   0.00135706   4.4492e-05     -1.57247 -9.86292e-05      1.57062     0.785482
8.516 0.25 0.28 0.65 0.554864 1.22175e-05 0.622933  4.44801e-05   0.00136181  4.49155e-05     -1.57248 -9.90225e-05      1.57062     0.785483
8.517 0.25 0.28 0.65 0.554865 1.24756e-05 0.622926  4.48988e-05   0.00136656  4.53406e-05     -1.57249 -9.94158e-05      1.57062     0.785484
8.518 0.25 0.28 0.65 0.554866 1.27357e-05 0.62292 4.53191e-05  0.00137131 4.57674e-05    -1.57249 -9.9809e-05     1.57062    0.785485
8.519 0.25 0.28 0.65 0.554868 1.29977e-05 0.622913   4.5741e-05   0.00137605  4.61957e-05      -1.5725 -0.000100202      1.57062     0.785486
8.52 0.25 0.28 0.65 0.554869 1.32615e-05 0.622907  4.61645e-05   0.00138078  4.66257e-05     -1.57251 -0.000100595      1.57062     0.785486
8.521 0.25 0.28 0.65 0.55487 1.35273e-05 0.6229  4.65895e-05   0.00138551  4.70573e-05     -1.57252 -0.000100989      1.57062     0.785487
8.522 0.25 0.28 0.65 0.554871 1.37949e-05 0.622894  4.70161e-05   0.00139023  4.74904e-05     -1.57253 -0.000101382      1.57062     0.785488
8.523 0.25 0.28 0.65 0.554873 1.40644e-05 0.622887  4.74443e-05   0.00139494  4.79252e-05     -1.57254 -0.000101775      1.57062     0.785489
8.524 0.25 0.28 0.65 0.554874 1.43359e-05 0.62288   4.7874e-05   0.00139965  4.83616e-05     -1.57254 -0.000102168      1.57062      0.78549
8.525 0.25 0.28 0.65 0.554875 1.46092e-05 0.622874  4.83053e-05   0.00140435  4.87996e-05     -1.57255 -0.000102561      1.57062      0.78549
8.526 0.25 0.28 0.65 0.554877 1.48843e-05 0.622867  4.87381e-05   0.00140904  4.92392e-05     -1.57256 -0.000102954      1.57061     0.785491
8.527 0.25 0.28 0.65 0.554878 1.51614e-05 0.622861  4.91725e-05   0.00141373  4.96804e-05     -1.57257 -0.000103347      1.57061     0.785492
