playtime target_pos(x) target_pos(y) target_pos(z) current_pos(x) current_pos(y) current_pos(z) q_desired_1 q_desired_2 q_desired_3 q_desired_4 q_desired_5 q_desired_6 q_desired_7
10.068 0.25 0.28 0.65 0.554477 0.000208172 0.623691  0.000802648  -0.00222029  0.000807102     -1.57365 -6.67041e-05      1.56924     0.786971
10.069 0.25 0.28 0.65 0.554469 0.000215659 0.62369  0.000821411  -0.00228958  0.000826076     -1.57372 -6.69711e-05      1.56923     0.787008
10.07 0.25 0.28 0.65 0.554461 0.000223297 0.623689  0.000840355  -0.00235959  0.000845237      -1.5738 -6.72344e-05      1.56922     0.787044
10.071 0.25 0.28 0.65 0.554453 0.000231085 0.623689  0.000859478   -0.0024303  0.000864584     -1.57387 -6.74937e-05      1.56921     0.787081
10.072 0.25 0.28 0.65 0.554445 0.000239026 0.623688   0.00087878  -0.00250172  0.000884116     -1.57395 -6.77491e-05       1.5692     0.787119
10.073 0.25 0.28 0.65 0.554436 0.000247119 0.623688   0.00089826  -0.00257384  0.000903833     -1.57402 -6.80004e-05      1.56919     0.787156
10.074 0.25 0.28 0.65 0.554428 0.000255365 0.623687  0.000917918  -0.00264665  0.000923734      -1.5741 -6.82477e-05      1.56918     0.787195
10.075 0.25 0.28 0.65 0.554419 0.000263765 0.623687  0.000937752  -0.00272017  0.000943818     -1.57418 -6.84907e-05      1.56918     0.787233
10.076 0.25 0.28 0.65 0.55441 0.000272319 0.623686  0.000957762  -0.00279437  0.000964085     -1.57426 -6.87294e-05      1.56917     0.787272
10.077 0.25 0.28 0.65 0.554401 0.000281027 0.623686  0.000977947  -0.00286926  0.000984534     -1.57434 -6.89639e-05      1.56916     0.787311
10.078 0.25 0.28 0.65 0.554391 0.000289891 0.623685  0.000998306  -0.00294484   0.00100516     -1.57442 -6.91938e-05      1.56915      0.78735
10.079 0.25 0.28 0.65 0.554382 0.00029891 0.623685   0.00101884   -0.0030211   0.00102598      -1.5745 -6.94193e-05      1.56914     0.787389
10.08 0.25 0.28 0.65 0.554372 0.000308085 0.623685   0.00103955  -0.00309805   0.00104697     -1.57458 -6.96401e-05      1.56913     0.787429
10.081 0.25 0.28 0.65 0.554362 0.000317416 0.623685   0.00106042  -0.00317567   0.00106814     -1.57466 -6.98563e-05      1.56912      0.78747
10.082 0.25 0.28 0.65 0.554352 0.000326905 0.623684   0.00108147  -0.00325397   0.00108949     -1.57474 -7.00677e-05      1.56911      0.78751
10.083 0.25 0.28 0.65 0.554342 0.000336551 0.623684    0.0011027  -0.00333294   0.00111102     -1.57483 -7.02743e-05      1.56911     0.787551
10.084 0.25 0.28 0.65 0.554332 0.000346354 0.623684  0.00112409 -0.00341258  0.00113273    -1.57491 -7.0476e-05      1.5691    0.787592
10.085 0.25 0.28 0.65 0.554321 0.000356316 0.623684   0.00114565  -0.00349289   0.00115461       -1.575 -7.06726e-05      1.56909     0.787634
10.086 0.25 0.28 0.65 0.55431 0.000366437 0.623684   0.00116738  -0.00357386   0.00117667     -1.57509 -7.08641e-05      1.56908     0.787676
10.087 0.25 0.28 0.65 0.554299 0.000376716 0.623684   0.00118928   -0.0036555   0.00119891     -1.57517 -7.10505e-05      1.56907     0.787718
10.088 0.25 0.28 0.65 0.554288 0.000387155 0.623684   0.00121135   -0.0037378   0.00122133     -1.57526 -7.12315e-05      1.56907     0.787761
10.089 0.25 0.28 0.65 0.554277 0.000397753 0.623684   0.00123358  -0.00382075   0.00124392     -1.57535 -7.14073e-05      1.56906     0.787803
10.09 0.25 0.28 0.65 0.554266 0.000408511 0.623684   0.00125598  -0.00390437   0.00126668     -1.57544 -7.15775e-05      1.56905     0.787846
10.091 0.25 0.28 0.65 0.554254 0.00041943 0.623684   0.00127855  -0.00398863   0.00128962     -1.57553 -7.17423e-05      1.56904      0.78789
10.092 0.25 0.28 0.65 0.554242 0.000430509 0.623684   0.00130129  -0.00407355   0.00131274     -1.57562 -7.19014e-05      1.56904     0.787934
10.093 0.25 0.28 0.65 0.55423 0.000441749 0.623684   0.00132419  -0.00415912   0.00133602     -1.57571 -7.20548e-05      1.56903     0.787978
10.094 0.25 0.28 0.65 0.554218 0.000453151 0.623684   0.00134725  -0.00424533   0.00135949     -1.57581 -7.22024e-05      1.56902     0.788022
10.095 0.25 0.28 0.65 0.554206 0.000464714 0.623684   0.00137048  -0.00433219   0.00138312      -1.5759 -7.23441e-05      1.56902     0.788067
10.096 0.25 0.28 0.65 0.554193 0.000476439 0.623684   0.00139387   -0.0044197   0.00140693     -1.57599 -7.24798e-05      1.56901     0.788112
10.097 0.25 0.28 0.65 0.55418 0.000488326 0.623684   0.00141743  -0.00450784   0.00143091     -1.57609 -7.26094e-05        1.569     0.788157
10.098 0.25 0.28 0.65 0.554167 0.000500376 0.623684   0.00144114  -0.00459663   0.00145506     -1.57618 -7.27329e-05      1.56899     0.788202
10.099 0.25 0.28 0.65 0.554154 0.000512588 0.623685   0.00146503  -0.00468605   0.00147938     -1.57628 -7.28501e-05      1.56899     0.788248
10.1 0.25 0.28 0.65 0.554141 0.000524963 0.623685  0.00148907  -0.0047761  0.00150387    -1.57638 -7.2961e-05     1.56898    0.788294
10.101 0.25 0.28 0.65 0.554128 0.000537501 0.623685   0.00151327  -0.00486679   0.00152853     -1.57648 -7.30654e-05      1.56897     0.788341
10.102 0.25 0.28 0.65 0.554114 0.000550203 0.623686   0.00153763  -0.00495812   0.00155337     -1.57657 -7.31632e-05      1.56897     0.788388
10.103 0.25 0.28 0.65 0.5541 0.000563068 0.623686   0.00156216  -0.00505007   0.00157837     -1.57667 -7.32545e-05      1.56896     0.788435
