playtime h1 h2 target_pos_ee(x) target_pos_ee(y) target_pos_ee(z) current_pos_ee(x) current_pos_ee(y) current_pos_ee(z) target_pos_link4(x) target_pos_link4(y) target_pos_link4(z) current_pos_link4(x) current_pos_link4(y) current_pos_link4(z) q_desired_1 q_desired_2 q_desired_3 q_desired_4 q_desired_5 q_desired_6 q_desired_7
11.085 1 0.386 0.35 0.28 0.7 0.40195 0.209964 0.681056 0 -0.15 0.5 0.00658341 0.00044372 0.659525   0.549983  -0.237654 -0.0781406   -1.66486   0.138489     1.3369   0.785394
11.086 1 0.386333 0.35 0.28 0.7 0.401906 0.210022 0.681073 0 -0.15 0.5 0.00660053 0.000408817 0.659525   0.550761  -0.237666 -0.0787317   -1.66482   0.138709    1.33682   0.785394
11.087 1 0.386667 0.35 0.28 0.7 0.401862 0.21008 0.681089 0 -0.15 0.5 0.00661769 0.000373863 0.659525   0.551541  -0.237679 -0.0793235   -1.66479   0.138929    1.33675   0.785394
11.088 1 0.387 0.35 0.28 0.7 0.401818 0.210138 0.681105 0 -0.15 0.5 0.00663489 0.00033886 0.659524  0.552322 -0.237692 -0.079916  -1.66476   0.13915   1.33668  0.785394
11.089 1 0.387333 0.35 0.28 0.7 0.401774 0.210196 0.681121 0 -0.15 0.5 0.00665212 0.000303806 0.659524   0.553103  -0.237704 -0.0805093   -1.66472   0.139371    1.33661   0.785394
11.09 1 0.387667 0.35 0.28 0.7 0.40173 0.210253 0.681137 0 -0.15 0.5 0.00666939 0.000268702 0.659524   0.553885  -0.237717 -0.0811034   -1.66469   0.139592    1.33653   0.785394
11.091 1 0.388 0.35 0.28 0.7 0.401686 0.210311 0.681154 0 -0.15 0.5 0.0066867 0.000233548 0.659523   0.554668  -0.237731 -0.0816982   -1.66466   0.139813    1.33646   0.785394
11.092 1 0.388333 0.35 0.28 0.7 0.401642 0.210369 0.68117 0 -0.15 0.5 0.00670405 0.000198343 0.659523   0.555452  -0.237744 -0.0822938   -1.66463   0.140034    1.33639   0.785394
11.093 1 0.388667 0.35 0.28 0.7 0.401598 0.210426 0.681186 0 -0.15 0.5 0.00672144 0.000163089 0.659523   0.556236  -0.237757 -0.0828901   -1.66459   0.140256    1.33632   0.785394
11.094 1 0.389 0.35 0.28 0.7 0.401554 0.210484 0.681202 0 -0.15 0.5 0.00673886 0.000127783 0.659522   0.557021  -0.237771 -0.0834872   -1.66456   0.140477    1.33624   0.785394
11.095 1 0.389333 0.35 0.28 0.7 0.40151 0.210542 0.681218 0 -0.15 0.5 0.00675632 9.2428e-05 0.659522  0.557807 -0.237784 -0.084085  -1.66453  0.140699   1.33617  0.785394
11.096 1 0.389667 0.35 0.28 0.7 0.401466 0.210599 0.681234 0 -0.15 0.5 0.00677382 5.70223e-05 0.659522   0.558594  -0.237798 -0.0846836    -1.6645   0.140921     1.3361   0.785394
11.097 1 0.39 0.35 0.28 0.7 0.401422 0.210657 0.68125 0 -0.15 0.5 0.00679136 2.15662e-05 0.659521   0.559382  -0.237812 -0.0852829   -1.66446   0.141144    1.33603   0.785394
11.098 1 0.390333 0.35 0.28 0.7 0.401379 0.210715 0.681267 0 -0.15 0.5 0.00680893 -1.39403e-05 0.659521   0.56017 -0.237826 -0.085883  -1.66443  0.141366   1.33596  0.785394
11.099 1 0.390667 0.35 0.28 0.7 0.401335 0.210772 0.681283 0 -0.15 0.5 0.00682654 -4.94971e-05 0.659521    0.56096   -0.23784 -0.0864838    -1.6644   0.141589    1.33589   0.785394
11.1 1 0.391 0.35 0.28 0.7 0.401291 0.21083 0.681299 0 -0.15 0.5 0.00684419 -8.51044e-05 0.65952    0.56175  -0.237855 -0.0870854   -1.66437   0.141812    1.33582   0.785394
11.101 1 0.391333 0.35 0.28 0.7 0.401247 0.210888 0.681315 0 -0.15 0.5 0.00686188 -0.000120762 0.65952   0.562541  -0.237869 -0.0876877   -1.66434   0.142035    1.33574   0.785394
11.102 1 0.391667 0.35 0.28 0.7 0.401203 0.210945 0.681331 0 -0.15 0.5 0.0068796 -0.00015647 0.659519   0.563332  -0.237884 -0.0882908    -1.6643   0.142258    1.33567   0.785394
11.103 1 0.392 0.35 0.28 0.7 0.401159 0.211003 0.681347 0 -0.15 0.5 0.00689736 -0.000192229 0.659519   0.564125  -0.237898 -0.0888946   -1.66427   0.142481     1.3356   0.785394
11.104 1 0.392333 0.35 0.28 0.7 0.401115 0.21106 0.681363 0 -0.15 0.5 0.00691516 -0.000228038 0.659519   0.564918  -0.237913 -0.0894991   -1.66424   0.142705    1.33553   0.785394
11.105 1 0.392667 0.35 0.28 0.7 0.401071 0.211118 0.681379 0 -0.15 0.5 0.006933 -0.000263897 0.659518   0.565712  -0.237928 -0.0901044   -1.66421   0.142929    1.33546   0.785394
11.106 1 0.393 0.35 0.28 0.7 0.401027 0.211175 0.681395 0 -0.15 0.5 0.00695087 -0.000299807 0.659518   0.566507  -0.237943 -0.0907105   -1.66418   0.143153    1.33539   0.785394
11.107 1 0.393333 0.35 0.28 0.7 0.400984 0.211233 0.681412 0 -0.15 0.5 0.00696878 -0.000335768 0.659517   0.567303  -0.237958 -0.0913173   -1.66415   0.143377    1.33532   0.785394
11.108 1 0.393667 0.35 0.28 0.7 0.40094 0.21129 0.681428 0 -0.15 0.5 0.00698673 -0.000371779 0.659517   0.568099  -0.237974 -0.0919248   -1.66412   0.143602    1.33526   0.785394
11.109 1 0.394 0.35 0.28 0.7 0.400896 0.211347 0.681444 0 -0.15 0.5 0.00700472 -0.00040784 0.659516   0.568896  -0.237989 -0.0925331   -1.66409   0.143826    1.33519   0.785394
11.11 1 0.394333 0.35 0.28 0.7 0.400852 0.211405 0.68146 0 -0.15 0.5 0.00702274 -0.000443952 0.659516   0.569694  -0.238005 -0.0931421   -1.66406   0.144051    1.33512   0.785394
11.111 1 0.394667 0.35 0.28 0.7 0.400808 0.211462 0.681476 0 -0.15 0.5 0.0070408 -0.000480115 0.659516   0.570493  -0.238021 -0.0937518   -1.66402   0.144276    1.33505   0.785394
11.112 1 0.395 0.35 0.28 0.7 0.400764 0.21152 0.681492 0 -0.15 0.5 0.0070589 -0.000516328 0.659515   0.571293  -0.238037 -0.0943623   -1.66399   0.144501    1.33498   0.785394
11.113 1 0.395333 0.35 0.28 0.7 0.400721 0.211577 0.681508 0 -0.15 0.5 0.00707704 -0.000552592 0.659515   0.572093  -0.238053 -0.0949735   -1.66396   0.144727    1.33491   0.785394
11.114 1 0.395667 0.35 0.28 0.7 0.400677 0.211634 0.681524 0 -0.15 0.5 0.00709521 -0.000588907 0.659514   0.572894  -0.238069 -0.0955855   -1.66393   0.144952    1.33484   0.785394
11.115 1 0.396 0.35 0.28 0.7 0.400633 0.211692 0.68154 0 -0.15 0.5 0.00711342 -0.000625272 0.659514   0.573696  -0.238085 -0.0961982    -1.6639   0.145178    1.33478   0.785394
11.116 1 0.396333 0.35 0.28 0.7 0.400589 0.211749 0.681556 0 -0.15 0.5 0.00713167 -0.000661688 0.659513   0.574499  -0.238101 -0.0968116   -1.66387   0.145404    1.33471   0.785394
11.117 1 0.396667 0.35 0.28 0.7 0.400546 0.211806 0.681572 0 -0.15 0.5 0.00714996 -0.000698154 0.659513   0.575302  -0.238118 -0.0974258   -1.66384    0.14563    1.33464   0.785394
11.118 1 0.397 0.35 0.28 0.7 0.400502 0.211864 0.681588 0 -0.15 0.5 0.00716828 -0.000734671 0.659512   0.576107  -0.238135 -0.0980407   -1.66381   0.145856    1.33457   0.785394
11.119 1 0.397333 0.35 0.28 0.7 0.400458 0.211921 0.681604 0 -0.15 0.5 0.00718664 -0.000771239 0.659512   0.576912  -0.238152 -0.0986563   -1.66378   0.146083    1.33451   0.785394
11.12 1 0.397667 0.35 0.28 0.7 0.400414 0.211978 0.68162 0 -0.15 0.5 0.00720504 -0.000807858 0.659511   0.577718  -0.238169 -0.0992727   -1.66375   0.146309    1.33444   0.785393
11.121 1 0.398 0.35 0.28 0.7 0.400371 0.212035 0.681636 0 -0.15 0.5 0.00722347 -0.000844527 0.659511   0.578524  -0.238186 -0.0998898   -1.66372   0.146536    1.33437   0.785393
11.122 1 0.398333 0.35 0.28 0.7 0.400327 0.212092 0.681652 0 -0.15 0.5 0.00724195 -0.000881248 0.65951  0.579332 -0.238203 -0.100508  -1.66369  0.146763   1.33431  0.785393
11.123 1 0.398667 0.35 0.28 0.7 0.400283 0.21215 0.681668 0 -0.15 0.5 0.00726045 -0.000918019 0.65951   0.58014 -0.238221 -0.101126  -1.66367   0.14699   1.33424  0.785393
11.124 1 0.399 0.35 0.28 0.7 0.400239 0.212207 0.681684 0 -0.15 0.5 0.007279 -0.000954841 0.659509  0.580949 -0.238238 -0.101746  -1.66364  0.147218   1.33417  0.785393
11.125 1 0.399333 0.35 0.28 0.7 0.400196 0.212264 0.6817 0 -0.15 0.5 0.00729759 -0.000991713 0.659509  0.581759 -0.238256 -0.102366  -1.66361  0.147445   1.33411  0.785393
11.126 1 0.399667 0.35 0.28 0.7 0.400152 0.212321 0.681716 0 -0.15 0.5 0.00731621 -0.00102864 0.659508   0.58257 -0.238274 -0.102986  -1.66358  0.147673   1.33404  0.785393
11.127 1 0.4 0.35 0.28 0.7 0.400108 0.212378 0.681732 0 -0.15 0.5 0.00733487 -0.00106561 0.659508  0.583381 -0.238292 -0.103608  -1.66355  0.147901   1.33398  0.785393
11.128 1 0.400333 0.35 0.28 0.7 0.400065 0.212435 0.681748 0 -0.15 0.5 0.00735356 -0.00110264 0.659507 0.584193 -0.23831 -0.10423 -1.66352 0.148129  1.33391 0.785393
11.129 1 0.400667 0.35 0.28 0.7 0.400021 0.212492 0.681764 0 -0.15 0.5 0.00737229 -0.00113971 0.659507  0.585006 -0.238328 -0.104853  -1.66349  0.148357   1.33385  0.785393
11.13 1 0.401 0.35 0.28 0.7 0.399977 0.21255 0.68178 0 -0.15 0.5 0.00739106 -0.00117684 0.659506   0.58582 -0.238347 -0.105477  -1.66346  0.148586   1.33378  0.785393
11.131 1 0.401333 0.35 0.28 0.7 0.399934 0.212607 0.681796 0 -0.15 0.5 0.00740987 -0.00121402 0.659506  0.586635 -0.238365 -0.106101  -1.66344  0.148814   1.33372  0.785393
11.132 1 0.401667 0.35 0.28 0.7 0.39989 0.212664 0.681811 0 -0.15 0.5 0.00742872 -0.00125125 0.659505   0.58745 -0.238384 -0.106726  -1.66341  0.149043   1.33365  0.785393
11.133 1 0.402 0.35 0.28 0.7 0.399847 0.212721 0.681827 0 -0.15 0.5 0.0074476 -0.00128853 0.659504  0.588266 -0.238403 -0.107352  -1.66338  0.149272   1.33359  0.785393
11.134 1 0.402333 0.35 0.28 0.7 0.399803 0.212778 0.681843 0 -0.15 0.5 0.00746652 -0.00132586 0.659504  0.589083 -0.238422 -0.107979  -1.66335  0.149501   1.33352  0.785393
11.135 1 0.402667 0.35 0.28 0.7 0.399759 0.212835 0.681859 0 -0.15 0.5 0.00748547 -0.00136324 0.659503  0.589901 -0.238441 -0.108606  -1.66332   0.14973   1.33346  0.785393
11.136 1 0.403 0.35 0.28 0.7 0.399716 0.212892 0.681875 0 -0.15 0.5 0.00750447 -0.00140067 0.659503  0.590719 -0.238461 -0.109234   -1.6633   0.14996    1.3334  0.785393
11.137 1 0.403333 0.35 0.28 0.7 0.399672 0.212949 0.681891 0 -0.15 0.5 0.0075235 -0.00143816 0.659502  0.591538  -0.23848 -0.109863  -1.66327   0.15019   1.33333  0.785393
11.138 1 0.403667 0.35 0.28 0.7 0.399629 0.213005 0.681907 0 -0.15 0.5 0.00754256 -0.00147569 0.659501  0.592358   -0.2385 -0.110492  -1.66324  0.150419   1.33327  0.785393
11.139 1 0.404 0.35 0.28 0.7 0.399585 0.213062 0.681923 0 -0.15 0.5 0.00756167 -0.00151328 0.659501  0.593179  -0.23852 -0.111122  -1.66321  0.150649   1.33321  0.785393
11.14 1 0.404333 0.35 0.28 0.7 0.399542 0.213119 0.681939 0 -0.15 0.5 0.00758081 -0.00155092 0.6595  0.594001  -0.23854 -0.111753  -1.66319  0.150879   1.33315  0.785393
11.141 1 0.404667 0.35 0.28 0.7 0.399498 0.213176 0.681954 0 -0.15 0.5 0.00759999 -0.00158861 0.6595  0.594823  -0.23856 -0.112385  -1.66316   0.15111   1.33308  0.785393
11.142 1 0.405 0.35 0.28 0.7 0.399454 0.213233 0.68197 0 -0.15 0.5 0.0076192 -0.00162635 0.659499  0.595646  -0.23858 -0.113017  -1.66313   0.15134   1.33302  0.785393
11.143 1 0.405333 0.35 0.28 0.7 0.399411 0.21329 0.681986 0 -0.15 0.5 0.00763845 -0.00166414 0.659498  0.59647  -0.2386 -0.11365  -1.6631 0.151571  1.33296 0.785393
11.144 1 0.405667 0.35 0.28 0.7 0.399367 0.213347 0.682002 0 -0.15 0.5 0.00765774 -0.00170198 0.659498  0.597295 -0.238621 -0.114284  -1.66308  0.151802    1.3329  0.785393
11.145 1 0.406 0.35 0.28 0.7 0.399324 0.213404 0.682018 0 -0.15 0.5 0.00767707 -0.00173987 0.659497   0.59812 -0.238642 -0.114918  -1.66305  0.152033   1.33283  0.785393
11.146 1 0.406333 0.35 0.28 0.7 0.39928 0.21346 0.682034 0 -0.15 0.5 0.00769643 -0.00177782 0.659496  0.598946 -0.238663 -0.115553  -1.66302  0.152264   1.33277  0.785393
11.147 1 0.406667 0.35 0.28 0.7 0.399237 0.213517 0.682049 0 -0.15 0.5 0.00771583 -0.00181582 0.659496  0.599773 -0.238684 -0.116189    -1.663  0.152495   1.33271  0.785393
11.148 1 0.407 0.35 0.28 0.7 0.399193 0.213574 0.682065 0 -0.15 0.5 0.00773527 -0.00185386 0.659495  0.600601 -0.238705 -0.116826  -1.66297  0.152727   1.33265  0.785393
11.149 1 0.407333 0.35 0.28 0.7 0.39915 0.213631 0.682081 0 -0.15 0.5 0.00775475 -0.00189196 0.659494  0.601429 -0.238726 -0.117463  -1.66295  0.152958   1.33259  0.785393
11.15 1 0.407667 0.35 0.28 0.7 0.399107 0.213687 0.682097 0 -0.15 0.5 0.00777426 -0.00193011 0.659494  0.602259 -0.238748 -0.118101  -1.66292   0.15319   1.33253  0.785393
11.151 1 0.408 0.35 0.28 0.7 0.399063 0.213744 0.682113 0 -0.15 0.5 0.0077938 -0.00196832 0.659493  0.603089 -0.238769  -0.11874  -1.66289  0.153422   1.33247  0.785393
11.152 1 0.408333 0.35 0.28 0.7 0.39902 0.213801 0.682129 0 -0.15 0.5 0.00781339 -0.00200657 0.659492   0.60392 -0.238791 -0.119379  -1.66287  0.153654   1.33241  0.785393
11.153 1 0.408667 0.35 0.28 0.7 0.398976 0.213857 0.682144 0 -0.15 0.5 0.00783301 -0.00204487 0.659492  0.604751 -0.238813 -0.120019  -1.66284  0.153886   1.33235  0.785393
11.154 1 0.409 0.35 0.28 0.7 0.398933 0.213914 0.68216 0 -0.15 0.5 0.00785267 -0.00208323 0.659491  0.605584 -0.238835  -0.12066  -1.66282  0.154119   1.33229  0.785393
11.155 1 0.409333 0.35 0.28 0.7 0.398889 0.213971 0.682176 0 -0.15 0.5 0.00787237 -0.00212164 0.65949  0.606417 -0.238858 -0.121302  -1.66279  0.154351   1.33223  0.785393
11.156 1 0.409667 0.35 0.28 0.7 0.398846 0.214027 0.682192 0 -0.15 0.5 0.0078921 -0.0021601 0.659489  0.607251  -0.23888 -0.121944  -1.66277  0.154584   1.33217  0.785393
11.157 1 0.41 0.35 0.28 0.7 0.398803 0.214084 0.682207 0 -0.15 0.5 0.00791187 -0.00219861 0.659489  0.608085 -0.238903 -0.122587  -1.66274  0.154817   1.33211  0.785393
11.158 1 0.410333 0.35 0.28 0.7 0.398759 0.214141 0.682223 0 -0.15 0.5 0.00793167 -0.00223717 0.659488  0.608921 -0.238926 -0.123231  -1.66272   0.15505   1.33205  0.785393
11.159 1 0.410667 0.35 0.28 0.7 0.398716 0.214197 0.682239 0 -0.15 0.5 0.00795152 -0.00227578 0.659487  0.609757 -0.238949 -0.123875  -1.66269  0.155283   1.33199  0.785393
11.16 1 0.411 0.35 0.28 0.7 0.398672 0.214254 0.682255 0 -0.15 0.5 0.0079714 -0.00231445 0.659486  0.610594 -0.238972  -0.12452  -1.66267  0.155516   1.33194  0.785393
11.161 1 0.411333 0.35 0.28 0.7 0.398629 0.21431 0.68227 0 -0.15 0.5 0.00799131 -0.00235317 0.659486  0.611432 -0.238995 -0.125166  -1.66264   0.15575   1.33188  0.785393
11.162 1 0.411667 0.35 0.28 0.7 0.398586 0.214367 0.682286 0 -0.15 0.5 0.00801126 -0.00239194 0.659485   0.61227 -0.239019 -0.125812  -1.66262  0.155983   1.33182  0.785393
11.163 1 0.412 0.35 0.28 0.7 0.398542 0.214423 0.682302 0 -0.15 0.5 0.00803125 -0.00243076 0.659484   0.61311 -0.239042  -0.12646  -1.66259  0.156217   1.33176  0.785393
11.164 1 0.412333 0.35 0.28 0.7 0.398499 0.21448 0.682318 0 -0.15 0.5 0.00805128 -0.00246963 0.659483   0.61395 -0.239066 -0.127107  -1.66257  0.156451    1.3317  0.785393
11.165 1 0.412667 0.35 0.28 0.7 0.398456 0.214536 0.682333 0 -0.15 0.5 0.00807134 -0.00250855 0.659482   0.61479  -0.23909 -0.127756  -1.66254  0.156685   1.33165  0.785393
11.166 1 0.413 0.35 0.28 0.7 0.398412 0.214593 0.682349 0 -0.15 0.5 0.00809144 -0.00254753 0.659482  0.615632 -0.239114 -0.128405  -1.66252   0.15692   1.33159  0.785393
11.167 1 0.413333 0.35 0.28 0.7 0.398369 0.214649 0.682365 0 -0.15 0.5 0.00811158 -0.00258656 0.659481  0.616474 -0.239139 -0.129055   -1.6625  0.157154   1.33153  0.785393
11.168 1 0.413667 0.35 0.28 0.7 0.398326 0.214706 0.68238 0 -0.15 0.5 0.00813175 -0.00262564 0.65948  0.617317 -0.239163 -0.129706  -1.66247  0.157388   1.33148  0.785393
11.169 1 0.414 0.35 0.28 0.7 0.398282 0.214762 0.682396 0 -0.15 0.5 0.00815196 -0.00266477 0.659479  0.618161 -0.239188 -0.130357  -1.66245  0.157623   1.33142  0.785393
11.17 1 0.414333 0.35 0.28 0.7 0.398239 0.214818 0.682412 0 -0.15 0.5 0.00817221 -0.00270395 0.659478  0.619006 -0.239213 -0.131009  -1.66243  0.157858   1.33136  0.785393
11.171 1 0.414667 0.35 0.28 0.7 0.398196 0.214875 0.682427 0 -0.15 0.5 0.00819249 -0.00274319 0.659478  0.619851 -0.239238 -0.131662   -1.6624  0.158093   1.33131  0.785393
11.172 1 0.415 0.35 0.28 0.7 0.398153 0.214931 0.682443 0 -0.15 0.5 0.00821281 -0.00278248 0.659477  0.620697 -0.239263 -0.132315  -1.66238  0.158328   1.33125  0.785393
11.173 1 0.415333 0.35 0.28 0.7 0.398109 0.214987 0.682459 0 -0.15 0.5 0.00823317 -0.00282182 0.659476  0.621544 -0.239288 -0.132969  -1.66236  0.158563    1.3312  0.785393
11.174 1 0.415667 0.35 0.28 0.7 0.398066 0.215044 0.682474 0 -0.15 0.5 0.00825356 -0.00286121 0.659475  0.622392 -0.239314 -0.133624  -1.66233  0.158799   1.33114  0.785393
11.175 1 0.416 0.35 0.28 0.7 0.398023 0.2151 0.68249 0 -0.15 0.5 0.00827399 -0.00290065 0.659474   0.62324 -0.239339  -0.13428  -1.66231  0.159034   1.33109  0.785393
11.176 1 0.416333 0.35 0.28 0.7 0.39798 0.215156 0.682506 0 -0.15 0.5 0.00829446 -0.00294015 0.659473   0.62409 -0.239365 -0.134936  -1.66229   0.15927   1.33103  0.785393
11.177 1 0.416667 0.35 0.28 0.7 0.397936 0.215213 0.682521 0 -0.15 0.5 0.00831496 -0.0029797 0.659472  0.624939 -0.239391 -0.135593  -1.66227  0.159506   1.33098  0.785393
11.178 1 0.417 0.35 0.28 0.7 0.397893 0.215269 0.682537 0 -0.15 0.5 0.0083355 -0.0030193 0.659472   0.62579 -0.239418  -0.13625  -1.66224  0.159742   1.33092  0.785393
11.179 1 0.417333 0.35 0.28 0.7 0.39785 0.215325 0.682553 0 -0.15 0.5 0.00835608 -0.00305895 0.659471  0.626642 -0.239444 -0.136908  -1.66222  0.159978   1.33087  0.785393
11.18 1 0.417667 0.35 0.28 0.7 0.397807 0.215381 0.682568 0 -0.15 0.5 0.00837669 -0.00309865 0.65947  0.627494 -0.239471 -0.137567   -1.6622  0.160214   1.33082  0.785393
11.181 1 0.418 0.35 0.28 0.7 0.397764 0.215438 0.682584 0 -0.15 0.5 0.00839734 -0.00313841 0.659469  0.628347 -0.239497 -0.138227  -1.66218   0.16045   1.33076  0.785393
11.182 1 0.418333 0.35 0.28 0.7 0.397721 0.215494 0.682599 0 -0.15 0.5 0.00841802 -0.00317822 0.659468    0.6292 -0.239524 -0.138887  -1.66215  0.160687   1.33071  0.785393
11.183 1 0.418667 0.35 0.28 0.7 0.397677 0.21555 0.682615 0 -0.15 0.5 0.00843875 -0.00321808 0.659467  0.630055 -0.239551 -0.139548  -1.66213  0.160923   1.33066  0.785393
11.184 1 0.419 0.35 0.28 0.7 0.397634 0.215606 0.682631 0 -0.15 0.5 0.00845951 -0.00325799 0.659466   0.63091 -0.239579 -0.140209  -1.66211   0.16116    1.3306  0.785393
11.185 1 0.419333 0.35 0.28 0.7 0.397591 0.215662 0.682646 0 -0.15 0.5 0.0084803 -0.00329796 0.659465  0.631766 -0.239606 -0.140872  -1.66209  0.161397   1.33055  0.785393
11.186 1 0.419667 0.35 0.28 0.7 0.397548 0.215718 0.682662 0 -0.15 0.5 0.00850113 -0.00333798 0.659464  0.632623 -0.239634 -0.141535  -1.66207  0.161634    1.3305  0.785393
11.187 1 0.42 0.35 0.28 0.7 0.397505 0.215774 0.682677 0 -0.15 0.5 0.008522 -0.00337805 0.659463   0.63348 -0.239662 -0.142198  -1.66205  0.161871   1.33045  0.785393
11.188 1 0.420333 0.35 0.28 0.7 0.397462 0.21583 0.682693 0 -0.15 0.5 0.0085429 -0.00341817 0.659462  0.634338  -0.23969 -0.142863  -1.66203  0.162108    1.3304  0.785393
11.189 1 0.420667 0.35 0.28 0.7 0.397419 0.215887 0.682708 0 -0.15 0.5 0.00856384 -0.00345835 0.659461  0.635197 -0.239718 -0.143528  -1.66201  0.162346   1.33034  0.785393
11.19 1 0.421 0.35 0.28 0.7 0.397375 0.215943 0.682724 0 -0.15 0.5 0.00858482 -0.00349858 0.65946  0.636057 -0.239746 -0.144193  -1.66198  0.162583   1.33029  0.785393
11.191 1 0.421333 0.35 0.28 0.7 0.397332 0.215999 0.682739 0 -0.15 0.5 0.00860583 -0.00353886 0.659459  0.636917 -0.239775  -0.14486  -1.66196  0.162821   1.33024  0.785393
11.192 1 0.421667 0.35 0.28 0.7 0.397289 0.216055 0.682755 0 -0.15 0.5 0.00862688 -0.00357919 0.659458  0.637778 -0.239804 -0.145527  -1.66194  0.163059   1.33019  0.785393
11.193 1 0.422 0.35 0.28 0.7 0.397246 0.216111 0.68277 0 -0.15 0.5 0.00864797 -0.00361958 0.659457   0.63864 -0.239833 -0.146194  -1.66192  0.163297   1.33014  0.785393
11.194 1 0.422333 0.35 0.28 0.7 0.397203 0.216167 0.682786 0 -0.15 0.5 0.00866909 -0.00366002 0.659456  0.639503 -0.239862 -0.146863   -1.6619  0.163535   1.33009  0.785393
11.195 1 0.422667 0.35 0.28 0.7 0.39716 0.216223 0.682802 0 -0.15 0.5 0.00869025 -0.00370051 0.659455  0.640366 -0.239891 -0.147531  -1.66188  0.163773   1.33004  0.785393
11.196 1 0.423 0.35 0.28 0.7 0.397117 0.216279 0.682817 0 -0.15 0.5 0.00871144 -0.00374105 0.659454  0.641231 -0.239921 -0.148201  -1.66186  0.164011   1.32999  0.785393
11.197 1 0.423333 0.35 0.28 0.7 0.397074 0.216334 0.682833 0 -0.15 0.5 0.00873267 -0.00378165 0.659453  0.642096  -0.23995 -0.148871  -1.66184   0.16425   1.32994  0.785393
11.198 1 0.423667 0.35 0.28 0.7 0.397031 0.21639 0.682848 0 -0.15 0.5 0.00875394 -0.0038223 0.659452  0.642961  -0.23998 -0.149542  -1.66182  0.164488   1.32989  0.785393
11.199 1 0.424 0.35 0.28 0.7 0.396988 0.216446 0.682864 0 -0.15 0.5 0.00877525 -0.003863 0.659451  0.643828  -0.24001 -0.150214   -1.6618  0.164727   1.32984  0.785393
11.2 1 0.424333 0.35 0.28 0.7 0.396945 0.216502 0.682879 0 -0.15 0.5 0.00879659 -0.00390376 0.65945  0.644695 -0.240041 -0.150886  -1.66179  0.164965   1.32979  0.785393
11.201 1 0.424667 0.35 0.28 0.7 0.396902 0.216558 0.682894 0 -0.15 0.5 0.00881796 -0.00394457 0.659449  0.645562 -0.240071 -0.151559  -1.66177  0.165204   1.32974  0.785393
11.202 1 0.425 0.35 0.28 0.7 0.396859 0.216614 0.68291 0 -0.15 0.5 0.00883937 -0.00398543 0.659448  0.646431 -0.240102 -0.152233  -1.66175  0.165443   1.32969  0.785393
11.203 1 0.425333 0.35 0.28 0.7 0.396816 0.21667 0.682925 0 -0.15 0.5 0.00886082 -0.00402634 0.659447    0.6473 -0.240133 -0.152907  -1.66173  0.165682   1.32965  0.785393
11.204 1 0.425667 0.35 0.28 0.7 0.396773 0.216726 0.682941 0 -0.15 0.5 0.00888231 -0.00406731 0.659446  0.648171 -0.240164 -0.153582  -1.66171  0.165922    1.3296  0.785393
11.205 1 0.426 0.35 0.28 0.7 0.39673 0.216781 0.682956 0 -0.15 0.5 0.00890383 -0.00410833 0.659445  0.649041 -0.240195 -0.154258  -1.66169  0.166161   1.32955  0.785393
11.206 1 0.426333 0.35 0.28 0.7 0.396687 0.216837 0.682972 0 -0.15 0.5 0.00892538 -0.00414941 0.659444  0.649913 -0.240227 -0.154934  -1.66167    0.1664    1.3295  0.785393
11.207 1 0.426667 0.35 0.28 0.7 0.396644 0.216893 0.682987 0 -0.15 0.5 0.00894698 -0.00419053 0.659442  0.650785 -0.240258 -0.155611  -1.66165   0.16664   1.32946  0.785393
11.208 1 0.427 0.35 0.28 0.7 0.396601 0.216949 0.683003 0 -0.15 0.5 0.00896861 -0.00423171 0.659441  0.651658  -0.24029 -0.156288  -1.66164   0.16688   1.32941  0.785393
11.209 1 0.427333 0.35 0.28 0.7 0.396558 0.217004 0.683018 0 -0.15 0.5 0.00899027 -0.00427295 0.65944  0.652532 -0.240322 -0.156967  -1.66162  0.167119   1.32936  0.785393
11.21 1 0.427667 0.35 0.28 0.7 0.396515 0.21706 0.683033 0 -0.15 0.5 0.00901197 -0.00431423 0.659439  0.653406 -0.240354 -0.157645   -1.6616  0.167359   1.32932  0.785393
11.211 1 0.428 0.35 0.28 0.7 0.396472 0.217116 0.683049 0 -0.15 0.5 0.00903371 -0.00435557 0.659438  0.654282 -0.240387 -0.158325  -1.66158  0.167599   1.32927  0.785393
11.212 1 0.428333 0.35 0.28 0.7 0.396429 0.217171 0.683064 0 -0.15 0.5 0.00905548 -0.00439697 0.659437  0.655158 -0.240419 -0.159005  -1.66156  0.167839   1.32922  0.785393
11.213 1 0.428667 0.35 0.28 0.7 0.396387 0.217227 0.68308 0 -0.15 0.5 0.00907729 -0.00443841 0.659436  0.656034 -0.240452 -0.159686  -1.66155  0.168079   1.32918  0.785393
11.214 1 0.429 0.35 0.28 0.7 0.396344 0.217283 0.683095 0 -0.15 0.5 0.00909914 -0.00447991 0.659434  0.656912 -0.240485 -0.160367  -1.66153   0.16832   1.32913  0.785393
11.215 1 0.429333 0.35 0.28 0.7 0.396301 0.217338 0.68311 0 -0.15 0.5 0.00912102 -0.00452147 0.659433   0.65779 -0.240518 -0.161049  -1.66151   0.16856   1.32909  0.785393
